uo_method,scaler_method,imbalance_ratio,classifier,sampler_seed,feat_col_list,date_time,dataset,precision_score_min,precision_score_max,precision_score_avg,precision_score_std,recall_score_min,recall_score_max,recall_score_avg,recall_score_std,f1_score_min,f1_score_max,f1_score_avg,f1_score_std,rocauc_min,rocauc_max,rocauc_avg,rocauc_std,prauc_min,prauc_max,prauc_avg,prauc_std,accuracy_min,accuracy_max,accuracy_avg,accuracy_std,n_thresholds_min,n_thresholds_max,SVC_C,SVC_kernel,SVC_max_iter,SVC_verbose,RidgeClassifier_alpha,XGB_alpha,XGB_eta,XGB_eval_metric,XGB_lambda,XGB_max_depth,XGB_objective,XGB_scale_pos_weight,XGB_seed,KNeighborsClassifier_metric,KNeighborsClassifier_n_neighbors,KNeighborsClassifier_weights,LogisticRegression_class_weight,LogisticRegression_l1_ratio,LogisticRegression_max_iter,LogisticRegression_penalty,LogisticRegression_solver,SGDClassifier_eta0,SGDClassifier_fit_intercept,SGDClassifier_l1_ratio,SGDClassifier_learning_rate,SGDClassifier_loss,SGDClassifier_penalty,RandomForestClassifier_bootstrap,RandomForestClassifier_class_weight,RandomForestClassifier_criterion,RandomForestClassifier_max_depth,RandomForestClassifier_min_samples_leaf,RandomForestClassifier_min_samples_split,RandomForestClassifier_n_estimators,SVC_degree
smote,minmax,0.7,lr,16159852,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109341826,0.160401003,0.131195752,0.016842522,0.650868878,0.737752161,0.682655235,0.030325118,0.187230175,0.263510036,0.219879796,0.025170924,0.680686801,0.768988344,0.716597231,0.032466706,0.115968817,0.170977889,0.138344104,0.019657856,0.609790361,0.689991334,0.644145194,0.028857843,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l2,lbfgs,,,,,,,,,,,,,,
random_under,standard,0.7,sgd,10343903,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.032258065,0.174231332,0.107841782,0.048156176,0.009389671,0.685878963,0.43194753,0.243974005,0.014545455,0.277875073,0.16626569,0.089383309,0.602218181,0.735442731,0.677708963,0.058877389,0.092931322,0.144617672,0.121654041,0.020862947,0.624919786,0.911860364,0.734108409,0.096552682,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.96232144,TRUE,0.362672428,constant,huber,l1,,,,,,,,
,minmax,0.3,svm,28369419,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.046589018,0.072808321,0.05815754,0.008975345,0.043818466,0.068435754,0.053859306,0.008522682,0.04516129,0.070554356,0.055919155,0.008725819,0.430608396,0.508082663,0.474223437,0.027973273,0.058123331,0.078304289,0.068234712,0.007059331,0.86049276,0.878716578,0.867346768,0.006897292,9220,9350,1.33,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.5,rf,14248369,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.694694695,0.790262172,0.743693067,0.038790295,1,1,1,0,0.819846426,0.882845188,0.852437999,0.02567552,0.999734531,0.999991797,0.999907861,9.38E-05,0.994860101,0.999889997,0.99845007,0.001860594,0.96691974,0.982032086,0.974416927,0.00606485,3852,4747,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,entropy,399,5,6,53,
smote,standard,1,ridge,334346,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.09637077,0.119154557,0.109855056,0.007846799,0.620853081,0.654178674,0.637826782,0.012967475,0.166843558,0.201384238,0.187359886,0.011984316,0.642072535,0.678748102,0.662118019,0.015270381,0.100445574,0.12729355,0.114369524,0.010050571,0.578884807,0.612543328,0.595880503,0.014663077,9220,9350,,,,,1.951061348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,minmax,0.8,sgd,4099642,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.629754175,0.665903448,0.649410228,0.013613213,0.098811216,0.12203946,0.111958814,0.008875715,0.922628053,0.932299465,0.926954777,0.003785799,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.518461389,TRUE,0.709619907,adaptive,modified_huber,l1,,,,,,,,
adasyn,standard,0.7,rf,4894628,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.427550357,0.439711191,0.436361695,0.004531392,0.94273743,0.955331412,0.95068674,0.004672436,0.589341693,0.602179837,0.598155747,0.004757888,0.982500841,0.986445223,0.984585551,0.001558482,0.88423082,0.908212524,0.897293188,0.00788174,0.900671577,0.914010695,0.906769353,0.005553171,8027,8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,gini,85,7,5,68,
smote,standard,0.8,sgd,1849540,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.110067437,0.148688047,0.128113022,0.013022452,0.721958926,0.808357349,0.758881642,0.028260564,0.191013584,0.251175285,0.219099839,0.020214255,0.704549281,0.778339318,0.738296858,0.027637837,0.121644962,0.169479201,0.146536512,0.01932321,0.585989305,0.63767331,0.604138382,0.018705913,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.925929709,FALSE,0.579133774,adaptive,hinge,l1,,,,,,,,
adasyn,standard,0.7,lr,12306093,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.115807759,0.1816839,0.14458297,0.022399696,0.315642458,0.531700288,0.393461207,0.079775236,0.169491525,0.270825688,0.211307777,0.035244498,0.664399935,0.759029475,0.701599818,0.034722616,0.110279264,0.164920306,0.131184595,0.019215395,0.780851524,0.794015611,0.787442713,0.004526382,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,saga,,,,,,,,,,,,,,
,minmax,0.8,svm,7180830,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.656831012,0.715624606,0.689751101,0.020836109,0.163770886,0.205280179,0.181063218,0.015142888,0.922628053,0.932299465,0.927041451,0.003766715,9210,9343,1.71,rbf,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,minmax,0.8,lr,21625582,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.111111111,0.174482467,0.138172117,0.021156669,0.413407821,0.595100865,0.500288349,0.064259451,0.177861873,0.269846455,0.216365544,0.031576825,0.666420151,0.755403711,0.702963747,0.032177477,0.112182641,0.162793112,0.131677856,0.018126581,0.721176471,0.757907279,0.735343566,0.012620049,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,saga,,,,,,,,,,,,,,
smote,standard,0.3,ridge,18965268,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.152173913,0.09146748,0.058052726,0,0.012519562,0.006241455,0.004848799,0,0.022922636,0.01163214,0.008936571,0.63849633,0.671871572,0.65823735,0.014434104,0.100460464,0.126653321,0.114241258,0.009781983,0.920574887,0.929839572,0.923840797,0.003573817,9220,9350,,,,,4.919228998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under_bootstrap,standard,0.3,nb,10441403,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.106819163,0.172230114,0.135844929,0.021803195,0.563380282,0.837175793,0.737731286,0.098582888,0.187962787,0.276353276,0.227369345,0.028467068,0.69918434,0.781771001,0.742362028,0.028220628,0.112740057,0.202037026,0.158636919,0.028979234,0.542566845,0.738833478,0.624533968,0.087986565,9181,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.7,rf,28723602,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.213793103,0.314471243,0.262159221,0.037548508,0.971181556,0.981220657,0.976454804,0.003708269,0.350976507,0.475789474,0.411890995,0.046324366,0.933818014,0.949085897,0.941833913,0.005606482,0.452188678,0.558674967,0.517198459,0.03930685,0.754759358,0.838171577,0.793652402,0.031720998,8967,9290,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced_subsample,gini,363,5,3,203,
random_under,minmax,0.7,knn,7074646,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.205252918,0.26961927,0.238695715,0.024358335,1,1,1,0,0.340597256,0.424724602,0.384773077,0.031805813,0.990044507,0.995583343,0.992795445,0.00206024,0.90162037,0.945774648,0.923952262,0.016118988,0.737860963,0.796360485,0.76542117,0.022362054,5746,6764,,,,,,,,,,,,,,minkowski,7,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,0.5,rf,6301109,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.468879668,0.516806723,0.495201124,0.015397267,0.971181556,0.981220657,0.976271673,0.004253247,0.63364486,0.674712013,0.656942664,0.013407605,0.99067051,0.992662012,0.99170921,0.000680402,0.927131678,0.934038357,0.931377862,0.002508527,0.91507799,0.93657754,0.925383551,0.007336682,8115,8757,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,entropy,452,9,9,487,
random_under_bootstrap,standard,0.3,sgd,9269813,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.03125,0.151515152,0.108630325,0.041222996,0.001396648,0.021909233,0.009039485,0.007323569,0.002673797,0.036601307,0.016034592,0.01206903,0.625364963,0.726957982,0.665800521,0.039916278,0.099149855,0.138547914,0.119248441,0.016243096,0.919085789,0.931122995,0.922385802,0.004505002,9220,9350,,,,,,,,,,,,,,,,,,,,,,0.217049508,TRUE,0.871134062,adaptive,squared_loss,l1,,,,,,,,
random_over,minmax,0.7,lr,1317113,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109279447,0.160725453,0.13210812,0.016851476,0.6492891,0.740634006,0.685286122,0.029956998,0.187073282,0.264131552,0.221296457,0.025170012,0.682273857,0.771920312,0.719280012,0.032429825,0.117032747,0.174384171,0.140169055,0.020645885,0.609466177,0.689774697,0.64568398,0.029107715,9220,9350,,,,,,,,,,,,,,,,,balanced,0.130391186,20000,elasticnet,saga,,,,,,,,,,,,,,
,minmax,0.3,lr,20459267,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109922439,0.159825871,0.132230764,0.016311449,0.6492891,0.740634006,0.687048888,0.029851352,0.188014639,0.262915601,0.221586752,0.02444424,0.68334269,0.771451649,0.719693228,0.032043459,0.117342611,0.173909327,0.140169109,0.020439213,0.612275773,0.687824957,0.645632396,0.027240233,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l1,saga,,,,,,,,,,,,,,
random_under,standard,0.3,rf,7104401,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.263403263,0.338210467,0.302432167,0.028252123,0.865994236,0.896648045,0.884275955,0.010708504,0.406767459,0.486442736,0.449794741,0.030171556,0.921919019,0.941798928,0.930329715,0.007927599,0.452133082,0.547086075,0.488295633,0.035499998,0.823319646,0.862364425,0.841415822,0.01637708,9209,9350,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced_subsample,entropy,275,8,8,479,
,standard,1,sgd,5515999,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.086265607,0.12551094,0.099031901,0.013648072,0.430167598,0.752161383,0.559179073,0.136062571,0.144144144,0.215124665,0.167675079,0.024780973,0.555625537,0.71133948,0.621740387,0.053383843,0.090990579,0.1321248,0.102601729,0.015052146,0.530695187,0.641776529,0.601221918,0.040551027,9220,9350,,,,,,,,,,,,,,,,,,,,,,0,FALSE,0.716354345,optimal,hinge,l2,,,,,,,,
,minmax,0.3,rf,32223871,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.991428571,0.996879875,0.993837048,0.001919259,1,1,1,0,0.995695839,0.9984375,0.99690807,0.000965315,1,1,1,7.02E-17,1,1,1,0,0.999350087,0.999783174,0.999546483,0.000142853,3092,3747,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,balanced,gini,377,1,7,114,
smote,minmax,0.1,nb,28116860,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.096491228,0.21179941,0.163806769,0.037663145,0.069510269,0.570605187,0.401402445,0.178781768,0.080808081,0.300544161,0.225747938,0.076322408,0.702640208,0.782078324,0.742585561,0.027580506,0.114289195,0.202434276,0.159161829,0.029087176,0.768100281,0.892941176,0.816326471,0.045842801,9183,9337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.7,lr,19678444,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.124917817,0.200507614,0.163146601,0.027911986,0.300157978,0.569164265,0.442914883,0.114169757,0.17641597,0.296546547,0.237794148,0.046173457,0.677750853,0.774942231,0.724944999,0.040013594,0.113284804,0.179170151,0.144711178,0.024788166,0.78555941,0.81026738,0.796783736,0.008569257,9220,9350,,,,,,,,,,,,,,,,,,,20000,l1,saga,,,,,,,,,,,,,,
random_under_bootstrap,minmax,1,rf,25297704,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.183159189,0.280764105,0.225063417,0.034494393,0.910662824,0.941548183,0.920733052,0.011135653,0.306663236,0.429202037,0.360202425,0.043311529,0.897370415,0.924303487,0.907228216,0.010366076,0.371435867,0.440072272,0.40145352,0.027623321,0.711764706,0.817915945,0.757433685,0.037772117,9220,9350,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced_subsample,gini,45,5,9,449,
random_under_bootstrap,minmax,1,xgb,6453263,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.134252386,0.183016878,0.158735299,0.017584715,1,1,1,0,0.236724009,0.309407044,0.273582185,0.026232762,0.939793814,0.950479919,0.944169083,0.004907271,0.379376492,0.450335831,0.414977688,0.030243255,0.56342246,0.664428076,0.609892401,0.035317238,9172,9297,,,,,,3,0.7,aucpr,1.5,27,binary:logistic,28,14492,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,1,svm,21168987,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.109020476,0.158283603,0.134029173,0.017102847,0.622432859,0.80259366,0.706990693,0.057531547,0.185542736,0.264419653,0.225233204,0.026946866,0.701431225,0.778506396,0.736470625,0.028340552,0.122283721,0.170128935,0.1458882,0.018421177,0.623514156,0.664750542,0.643999399,0.017330637,9220,9350,1.35,linear,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adasyn,standard,0.7,knn,12039582,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,2,2,,,,,,,,,,,,,,euclidean,12,distance,,,,,,,,,,,,,,,,,,,
random_over,standard,0.1,rf,9464352,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.62719704,0.811518325,0.714588619,0.066172825,0.972067039,0.979655712,0.976727039,0.002804289,0.763943662,0.887616321,0.823634022,0.044339231,0.991683347,0.997392287,0.994493334,0.002235712,0.906658992,0.961493188,0.934247588,0.021617578,0.954614385,0.983208556,0.968714706,0.010227125,7942,8541,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,balanced,entropy,470,5,9,377,
adasyn,minmax,0.3,ridge,13801884,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.146341463,0.095393064,0.058917555,0,0.012519562,0.005953271,0.004650474,0,0.023021583,0.011149818,0.008596515,0.638390855,0.67275523,0.657380361,0.015570985,0.10040537,0.127217404,0.114350893,0.010235408,0.920791009,0.929946524,0.924122219,0.003506576,9220,9350,,,,,4.117743514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.1,xgb,21937177,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.992846924,0.9986053,0.995291443,0.002657003,1,1,1,0,0.996410625,0.999302163,0.997638389,0.001334129,1,1,1,0,1,1,1,4.97E-17,0.999457701,0.999891939,0.999654365,0.000198265,9208,9331,,,,,,3,0.7,aucpr,0.5,39,binary:logistic,17,43938,,,,,,,,,,,,,,,,,,,,,,
,standard,0.8,sgd,32533291,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.612654393,0.557655932,0.044963984,0.073627059,0.534637901,0.17986799,0.177901372,0.922628053,0.932299465,0.927041451,0.003766715,1,9347,,,,,,,,,,,,,,,,,,,,,,1.869190845,TRUE,0.841842713,invscaling,hinge,elasticnet,,,,,,,,
,minmax,0.7,lr,12422192,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0.25,0.108333333,0.097182532,0,0.001564945,0.000889358,0.000727568,0,0.003100775,0.001763022,0.001442256,0.63200704,0.663278319,0.648540951,0.01183249,0.098263551,0.121247728,0.11160268,0.008530313,0.922303869,0.932192513,0.926695127,0.003835098,9220,9350,,,,,,,,,,,,,,,,,,,20000,l1,saga,,,,,,,,,,,,,,
random_under,minmax,1,knn,15124564,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.153046422,0.212687711,0.183299712,0.022369723,1,1,1,0,0.265464458,0.350770786,0.309207283,0.031944786,0.989868822,0.995009751,0.991793359,0.001750517,0.902699663,0.939583333,0.914676507,0.012856981,0.625347594,0.721728769,0.670920794,0.036946949,6890,7681,,,,,,,,,,,,,,minkowski,9,distance,,,,,,,,,,,,,,,,,,,
random_over,minmax,0.5,nb,6917474,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.103569339,0.141237368,0.119414491,0.012571713,0.825648415,0.872905028,0.848394567,0.018921643,0.184375,0.241212376,0.209061249,0.018899256,0.701079821,0.780599935,0.740934136,0.027476675,0.112814774,0.200084558,0.156969218,0.028766708,0.459152799,0.609510399,0.527856715,0.050633234,9180,9338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,standard,0.3,svm,3994849,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0,0,0,0,0,0,0,0,0,0,0,0,0.390468987,0.555815201,0.477345273,0.057545736,0.055637746,0.078347727,0.065896942,0.00896501,0.922628053,0.932299465,0.927041451,0.003766715,9220,9350,0.81,linear,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smote,standard,1,svm,1986152,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.071428571,0.091851495,0.082910183,0.006672826,0.510268562,0.548991354,0.529624435,0.015507717,0.125315228,0.157372986,0.143303278,0.010395447,0.515845905,0.560004165,0.533957541,0.015250577,0.0651314,0.082928503,0.07411302,0.005847083,0.517754011,0.558058925,0.537386487,0.013934878,9220,9350,2.61,sigmoid,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random_under,minmax,0.7,sgd,27401686,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.113417346,0.1908646,0.152515152,0.0284225,0.164804469,0.574927954,0.411681456,0.173659723,0.143990238,0.277141729,0.217672861,0.05681035,0.660089299,0.763637962,0.711281605,0.040155146,0.102776465,0.167726029,0.134646731,0.023357807,0.759215091,0.848389885,0.798108472,0.034580377,9220,9350,,,,,,,,,,,,,,,,,,,,,,1.446898771,FALSE,0.136582456,invscaling,log,l2,,,,,,,,
random_under,minmax,1,lr,10934319,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.116338751,0.165587419,0.138796088,0.016582005,0.644549763,0.773775216,0.701300999,0.043047531,0.197101449,0.272796546,0.231614973,0.025413273,0.7023207,0.779912384,0.734848891,0.029207919,0.122777697,0.182329826,0.148616303,0.020972541,0.636265399,0.689883016,0.65925522,0.018598238,9220,9350,,,,,,,,,,,,,,,,,balanced,,20000,l2,saga,,,,,,,,,,,,,,
random_under_bootstrap,minmax,0.1,svm,16695422,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.078431373,0.666666667,0.252309082,0.214485496,0.002881844,0.988826816,0.205645061,0.39161532,0.005738881,0.145335112,0.043816815,0.051384247,0.50321887,0.608588486,0.57552284,0.03898003,0.081476013,0.129616667,0.104827958,0.015908119,0.100172898,0.928235294,0.760523747,0.330180696,9220,9350,0.43,poly,25000,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
random_under_bootstrap,minmax,0.7,knn,4223972,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.206323338,0.253933407,0.236577578,0.017319818,1,1,1,0,0.342069711,0.405018967,0.382312246,0.022888924,0.998533896,0.999883518,0.999438726,0.000493732,0.982614743,0.998439938,0.993205819,0.005750962,0.739572193,0.778850325,0.763793241,0.015439946,7004,7642,,,,,,,,,,,,,,minkowski,16,distance,,,,,,,,,,,,,,,,,,,
smote,minmax,0.3,lr,32704669,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.051282051,0.181818182,0.11147051,0.04647076,0.002793296,0.017291066,0.011261692,0.006785282,0.005376344,0.031578947,0.020261682,0.011962717,0.6408235,0.694395221,0.666891198,0.021373514,0.101046539,0.13479771,0.117338091,0.011431549,0.918435875,0.92855615,0.922023723,0.003570034,9220,9350,,,,,,,,,,,,,,,,,,0.826070124,20000,elasticnet,saga,,,,,,,,,,,,,,
adasyn,minmax,0.5,knn,18966537,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.237749546,0.272808989,0.256470652,0.014679218,0.827804107,0.874639769,0.842348996,0.018049261,0.3694043,0.415895855,0.393013813,0.018055835,0.896461809,0.920064428,0.907394024,0.007929236,0.417477671,0.506827415,0.459020845,0.031980743,0.801815431,0.820281996,0.810230108,0.006734394,20,20,,,,,,,,,,,,,,euclidean,19,uniform,,,,,,,,,,,,,,,,,,,
random_over,standard,0.7,lr,23594761,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.117040631,0.181270537,0.145031224,0.021453589,0.304897314,0.476945245,0.380788033,0.066502295,0.169149869,0.262698413,0.209901884,0.032340807,0.663941747,0.754832102,0.701595692,0.032970558,0.111065612,0.165259753,0.13207422,0.019169023,0.780694143,0.798743501,0.792011824,0.006434265,9220,9350,,,,,,,,,,,,,,,,,,,20000,none,lbfgs,,,,,,,,,,,,,,
adasyn,minmax,0.5,rf,10549076,"['smcdc__kurtosis', 'smcac__kurtosis', 'vib_spindle__kurtosis', 'vib_table__kurtosis', 'ae_table__kurtosis']",2022-05-04-1150-40,milling,0.597390494,0.715174129,0.664519294,0.038922835,0.885758998,0.923631124,0.902483088,0.014376458,0.725523486,0.800278358,0.764542682,0.024068815,0.988477899,0.991911902,0.989945907,0.001153941,0.915376903,0.932882124,0.923675069,0.006626542,0.947465338,0.969304813,0.959092016,0.007041596,8650,9100,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,gini,211,5,5,314,
